CRN_KEY,SUBJ_CODE,CRSE_NUMBER,Credit_Hours,Semester,Year,Title,Instructor_Name,Meet_Days1,Begin_Time1,End_Time1,Meet_Days2,Begin_Time2,End_Time2,CRN_Attributes
43635,ENGL,3345,3,Spring,2021,LITERATURE & THE EXAMINED LIFE,"Jellenik, Glenn D",MWF,1300,1350,,,,2R01
41002,ENGL,3375,3,Spring,2021,INTERNSHIP IN ENGLISH,,,,,,,,
43042,ENGL,3375,3,Spring,2021,INTERNSHIP IN ENGLISH,,,,,,,,
35761,ENGL,4300,3,Spring,2021,READINGS FOR HONORS DEGREE,,,,,,,,
45581,ENGL,4300,3,Spring,2021,READINGS FOR HONORS DEGREE,"Leavell, Lori A",MWF,700,750,,,,
45587,ENGL,4300,3,Spring,2021,READINGS FOR HONORS DEGREE,"Smith, Melissa J",MWF,700,750,,,,
40467,ENGL,4301,3,Spring,2021,RENAISSANCE LITERATURE,,,,,,,,"ENGP,ENML"
44948,ENGL,4305,3,Spring,2021,MEDIEVAL LITERATURE,"Conley, Katherine E",W,1800,2030,,,,"ENGP,ENML"
38631,ENGL,4312,3,Spring,2021,EARLY AMERICA,,,,,,,,"2D01,ENGP,ENML"
39432,ENGL,4313,3,Spring,2021,19TH-CENTURY AMERICA,,,,,,,,"2D01,ENGP,ENML"
45447,ENGL,4314,3,Spring,2021,20TH- AND 21ST-CENTURY AMERICA,"Schaefer, Michael W",TR,1215,1330,,,,"2D01,2I01"
41795,ENGL,4321,3,Spring,2021,20TH- AND 21ST-CENTURY BRITAIN,,,,,,,,"ENGP,ENML"
44776,ENGL,4325,3,Spring,2021,POSTCOLONIAL LITERATURE,,,,,,,,"2C01,2R01"
44925,ENGL,4332,3,Spring,2021,SHAKESPEARE,,,,,,,,
36221,ENGL,4335,3,Spring,2021,SENIOR SEMINAR,"Stewart, Mary R",TR,800,915,,,,"2Z01,ENGG"
44778,ENGL,4340,3,Spring,2021,John Donne,"Coleman, Dwayne C",TR,1050,1205,,,,"ENGF,ENML"
38748,ENGL,4350,3,Spring,2021,ENGLISH EDUCATION INTERNSHIP I,"Smith, Melissa J",W,1615,1815,,,,"EDI1,EDML"
31551,ENGL,4358,3,Spring,2021,METHODS ENGLISH & COMPOSITION,"Smith, Melissa J",M,1800,2030,,,,EDML
31553,ENGL,4360,3,Spring,2021,HISTORY & STRUCTURE ENGL LANG,"Coleman, Dwayne C",TR,925,1040,,,,"2C01,ENGL,ENML"
31555,ENGL,4361,3,Spring,2021,LITERATURE FOR ADOLESCENTS,"Fritz, Sonya S",MWF,1000,1050,,,,"2D01,5S01,EDML"
45062,ENGL,4361,3,Spring,2021,HON LITERATURE FOR ADOLESCENTS,,,,,,,,"2D01,EDML"
33617,ENGL,4370,3,Spring,2021,GENDER AND SEXUALITY,,,,,,,,"2D01,ENML"
42456,ENGL,4380,3,Spring,2021,AFRICAN/AFRICAN-AMERICAN LIT,,,,,,,,"2D01,AAMM,AFAM,ENML,MSPC"
45006,ENGL,4380,3,Spring,2021,AFRICAN/AFRICAN-AMERICAN LIT,,,,,,,,"2D01,AAMM,AFAM,ENML,MSPC"
38660,ENGL,4382,3,Spring,2021,RACE IN AMERICAN LITERATURE,"Leavell, Lori A",TR,925,1040,,,,"2D01,AAMM,AFAM,ENML,MSPC"
31561,ENGL,4680,6,Spring,2021,ENGLISH ED INTERNSHIP II,"Smith, Melissa J",,,,,,,TECF
31563,ENGL,4681,6,Spring,2021,ENGLISH ED INTERNSHIP II,"Smith, Melissa J",,,,,,,TECF
40468,ENGL,5301,3,Spring,2021,RENAISSANCE LITERATURE,,,,,,,,
39477,ENGL,5304,3,Spring,2021,STUDIES ENGLISH & AMERICAN LIT,,,,,,,,
45449,ENGL,5305,3,Spring,2021,MEDIEVAL LITERATURE,"Conley, Katherine E",W,1800,2030,,,,
45450,ENGL,5311,3,Spring,2021,18TH-CENTURY BRITISH LIT,,,,,,,,
38661,ENGL,5312,3,Spring,2021,EARLY AMERICAN LITERATURE,,,,,,,,
39437,ENGL,5313,3,Spring,2021,19TH-CENTURY AMERICAN LIT,,,,,,,,
45448,ENGL,5314,3,Spring,2021,20TH-CENTURY AMERICAN LIT,"Schaefer, Michael W",TR,1215,1330,,,,
38746,ENGL,5315,3,Spring,2021,TWENTIETH-CENT AMERICAN POETRY,,,,,,,,
41794,ENGL,5321,3,Spring,2021,20TH-CENTURY BRITISH LIT,,,,,,,,
44777,ENGL,5325,3,Spring,2021,POSTCOLONIAL LITERATURE,,,,,,,,
38662,ENGL,5330,3,Spring,2021,SHAKESPEARE I,,,,,,,,
44779,ENGL,5340,3,Spring,2021,John Donne,"Coleman, Dwayne C",,1050,1205,,,,
43641,ENGL,5341,3,Spring,2021,MILTON,,,,,,,,
40690,ENGL,5345,3,Spring,2021,20TH-CENTURY ENGLISH DRAMA,,,,,,,,
41796,ENGL,5346,3,Spring,2021,RESTORATION&18TH-CENTURY DRAMA,,,,,,,,
39470,ENGL,5354,3,Spring,2021,MODERNISM,,,,,,,,
38913,ENGL,5358,3,Spring,2021,METHODS OF TEACHING,"Smith, Melissa J",M,1800,2030,,,,
31569,ENGL,5360,3,Spring,2021,HISTORY & STRUCTURE ENGL LANG,"Coleman, Dwayne C",TR,925,1040,,,,
39471,ENGL,5361,3,Spring,2021,LITERATURE FOR ADOLESCENTS,"Fritz, Sonya S",MWF,1000,1050,,,,
33618,ENGL,5370,3,Spring,2021,GENDER AND SEXUALITY IN LIT,,,,,,,,
42453,ENGL,5371,3,Spring,2021,AMERICAN NOVEL TO 1900,,,,,,,,
38698,ENGL,5373,3,Spring,2021,19TH-CENTURY ENGLISH NOV,,,,,,,,
39472,ENGL,5374,3,Spring,2021,20TH-CENTURY ENGLISH NOVE,,,,,,,,
42457,ENGL,5380,3,Spring,2021,AFRICAN/AFRICAN-AMERICAN LIT,,,,,,,,
39473,ENGL,5381,3,Spring,2021,MAJOR AFRICAN/A-A WRITERS,,,,,,,,
38712,ENGL,5382,3,Spring,2021,RACE IN AMERICAN LITERATURE,"Leavell, Lori A",TR,925,1040,,,,
40170,ENGL,6193,1,Spring,2021,CONTINUOUS ENROLLMENT THESIS,,,,,,,,
40222,ENGL,6193,1,Spring,2021,CONTINUOUS ENROLLMENT THESIS,,,,,,,,
41644,ENGL,6193,1,Spring,2021,CONTINUOUS ENROLLMENT THESIS,,,,,,,,
38713,ENGL,6302,3,Spring,2021,SEMINAR: THE RENAISSANCE,"Reynolds, Paige C",M,1800,2030,,,,
39475,ENGL,6303,3,Spring,2021,SEMINAR: NEOCLASSICISM,,,,,,,,
42455,ENGL,6306,3,Spring,2021,ENGLISH AND ANGLOPHONE LIT,,,,,,,,
44935,ENGL,6307,3,Spring,2021,SEM AM LIT 1900 TO PRESENT,,,,,,,,
43638,ENGL,6320,3,Spring,2021,19TH-CENTURY AMERICAN LIT,,,,,,,,
44781,ENGL,6321,3,Spring,2021,READINGS IN AMERICAN LIT,,,,,,,,
40476,ENGL,6323,3,Spring,2021,MULTICULTURAL LIT,,,,,,,,
44932,ENGL,6365,3,Spring,2021,DIVERSE LITERATURES SEMINAR,,,,,,,,
43351,ENGL,6391,3,Spring,2021,THESIS RESEARCH-Haley Coster,,,,,,,,
41034,ENGL,6392,3,Spring,2021,THESIS RESEARCH-Michelle Smith,"Leavell, Lori A",MWF,700,750,,,,
45807,ENGL,6392,3,Spring,2021,THESIS RESEARCH-Robert Hall,"Hawkins, Ty R",MWF,700,750,,,,
34166,ENGL,6393,3,Spring,2021,RESEARCH METHODS IN ENGLISH,"Leavell, Lori A",T,1800,2030,,,,
41931,ENGR,1301,3,Spring,2021,INTRODUCTION TO ENGINEERING,,,,,,,,"1R01,CNCF,CNLF"
42291,ENGR,1301,3,Spring,2021,INTRODUCTION TO ENGINEERING,,,,,,,,"1R01,CNCF,CNLF"
45332,ENGR,1301,3,Spring,2021,INTRODUCTION TO ENGINEERING,"Getson, Nancy J",MW,1300,1415,MW,1300,1415,"CNCF,CNLF"
45333,ENGR,1301,3,Spring,2021,INTRODUCTION TO ENGINEERING,"Getson, Nancy J",MW,1430,1545,MW,1430,1545,"CNCF,CNLF"
40518,ENGR,2311,3,Spring,2021,STATICS,"Getson, Nancy J",MWF,800,850,,,,CNCF
45073,ENGR,2311,3,Spring,2021,HONORS STATICS,,,,,,,,CNCF
43782,ENGR,3301,3,Spring,2021,SIGNALS AND SYSTEMS,,,,,,,,CNCF
43178,ENGR,3340,3,Spring,2021,DIGITAL IMAGE PROCESSING,,,925,1040,,,,CNCF
43385,ENGR,3340,3,Spring,2021,DIGITAL IMAGE PROCESSING,,,1215,1330,,,,CNCF
43783,ENGR,3415,4,Spring,2021,DIGITAL LOGIC,"Patooghy, Ahmad",,1500,1650,,,,"CNCF,CNLF"
43384,ENGR,3416,4,Spring,2021,MICROPROCESSOR SYSTEMS,,,1500,1650,,,,"CNCF,CNLF"
42663,ENGR,3421,4,Spring,2021,ROBOTICS 1,"Zhang, Lin",TR,1050,1330,,,,"CNCF,CNLF"
42664,ENGR,3447,4,Spring,2021,MICROELECTRONICS,"Slaton, William V",TR,800,1040,,,,"CNCF,CNLF"
43463,ENGR,4311,3,Spring,2021,SENIOR DESIGN 1,"Patooghy, Ahmad",,1400,1450,,,,"CNCF,CNLF"
43901,ENGR,4311,3,Spring,2021,SENIOR DESIGN 1,"Zhang, Lin",T,1440,1720,F,1500,1550,"CNCF,CNLF"
44504,ENGR,4312,3,Spring,2021,SENIOR DESIGN 2,"Slaton, William V",,1440,1720,,1500,1550,"2Z01,CNCF,CNLF"
44716,ENGR,4312,3,Spring,2021,SENIOR DESIGN 2,"Patooghy, Ahmad",,1400,1450,,,,"2Z01,CNCF,CNLF"
44717,ENGR,4450,4,Spring,2021,EMBEDDED SYSTEMS,"Patooghy, Ahmad",,800,950,,,,"CNCF,CNLF"
45227,ENGR,4V03,3,Spring,2021,TOPICS IN ENGINEERING DESIGN,"Frederickson, Carl K",,,,,,,"CNCF,CNLF"
37077,ENVR,3410,4,Spring,2021,ENVIRONMENTAL THEORY & APP,"Warren, Laurie W",TR,1215,1330,R,1440,1720,"2C01,2D01,BIOE,BLAB,CNCF,CNLF,EAEB"
42118,EXSS,1122,1,Spring,2021,BEGINNING GOLF,"Watson, Brannon K",MWF,1200,1250,,,,CHKL
42122,EXSS,1122,1,Spring,2021,BEGINNING GOLF,"Watson, Brannon K",TR,1215,1330,,,,CHKL
42123,EXSS,1122,1,Spring,2021,BEGINNING GOLF,"Watson, Brannon K",MWF,1300,1350,,,,CHKL
42125,EXSS,1135,1,Spring,2021,BEGINNING WEIGHT TRAINING,"Fotioo, Alexander W",TR,925,1040,,,,CHKL
42129,EXSS,1145,1,Spring,2021,BEGINNING WALKING/JOGGING,,,,,,,,CHKL
42130,EXSS,1145,1,Spring,2021,BEGINNING WALKING/JOGGING,,,,,,,,CHKL
42132,EXSS,1145,1,Spring,2021,BEGINNING WALKING/JOGGING,"Sessum, Elizabeth E",TR,1050,1205,,,,CHKL
45541,EXSS,1145,1,Spring,2021,BEGINNING WALKING/JOGGING,"Fillippino, Anthony",MWF,900,950,,,,CHKL
42133,EXSS,1176,1,Spring,2021,SPORTS MEDICINE PROFESSIONS,"Rodriguez, Christopher E",MW,1100,1150,,,,
42135,EXSS,1291,2,Spring,2021,PRINCIPLES OF LIFETIME FITNESS,"Fotioo, Alexander W",MWF,1100,1150,,,,CHKL
42136,EXSS,1291,2,Spring,2021,PRINCIPLES OF LIFETIME FITNESS,"Fotioo, Alexander W",R,1800,2030,,,,CHKL
42138,EXSS,1310,3,Spring,2021,INTRO TO EXERCISE SCIENCE,"Smith, Aaron C",MWF,1200,1250,,,,
45510,EXSS,1310,3,Spring,2021,INTRO TO EXERCISE SCIENCE,"Smith, Aaron C",MWF,1200,1250,,,,CHKL
42140,EXSS,1320,3,Spring,2021,FOUNDATIONS OF WELLNESS,"King Kennard, Carol E",MWF,900,950,,,,"1R01,CHKL"
42141,EXSS,1320,3,Spring,2021,FOUNDATIONS OF WELLNESS,"Hervey, Charles V",MWF,1100,1150,,,,"1F01,1R01,CHKL"
42142,EXSS,1320,3,Spring,2021,FOUNDATIONS OF WELLNESS,"King Kennard, Carol E",MWF,1100,1150,,,,"1R01,CHKL"
42144,EXSS,1320,3,Spring,2021,FOUNDATIONS OF WELLNESS,"Johnson, James E",MWF,1000,1050,,,,"1F01,1R01,CHKL"
42147,EXSS,1320,3,Spring,2021,FOUNDATIONS OF WELLNESS,,,,,,,,"1R01,CHKL"
42149,EXSS,1320,3,Spring,2021,FOUNDATIONS OF WELLNESS,"King Kennard, Carol E",MWF,1200,1250,,,,"1R01,CHKL"
42150,EXSS,1320,3,Spring,2021,FOUNDATIONS OF WELLNESS,"King Kennard, Carol E",MWF,1000,1050,,,,"1R01,CHKL"
42151,EXSS,1320,3,Spring,2021,FOUNDATIONS OF WELLNESS,"Hervey, Charles V",MWF,1400,1450,,,,"1F01,1R01,CHKL"
42152,EXSS,1320,3,Spring,2021,FOUNDATIONS OF WELLNESS,,,,,,,,"1R01,CHKL"
45676,EXSS,1320,3,Spring,2021,FOUNDATIONS OF WELLNESS,"Johnson, James E",MWF,900,950,,,,"1R01,CHKL"
45677,EXSS,1320,3,Spring,2021,FOUNDATIONS OF WELLNESS,"Hervey, Charles V",MWF,1300,1350,,,,"1F01,1R01,CHKL"
42922,EXSS,2320,3,Spring,2021,FITNESS ASSESSMENTS IN EX SCI,"Colbert, Samuel C",MWF,1300,1350,,,,CHKL
44090,EXSS,2320,3,Spring,2021,FITNESS ASSESSMENTS,"Colbert, Samuel C",MWF,1400,1450,,,,CHKL
42153,EXSS,2340,3,Spring,2021,MOTOR DEVELOPMENT AND LEARNING,"Sessum, Elizabeth E",TR,800,915,,,,CHKL
42154,EXSS,2340,3,Spring,2021,MOTOR DEVELOPMENT AND LEARNING,"Engle, Sean A",MWF,800,850,,,,CHKL
42155,EXSS,2340,3,Spring,2021,MOTOR DEVELOPMENT AND LEARNING,"Carruth, Jason K",TR,800,915,,,,CHKL
44102,EXSS,2340,3,Spring,2021,MOTOR DEVELOPMENT AND LEARNING,"Hervey, Charles V",TR,800,915,,,,CHKL
42156,EXSS,2381,3,Spring,2021,ANATOMICAL KINESIOLOGY,"Riegel, Hannah N",MWF,900,950,,,,CHKL
42158,EXSS,2381,3,Spring,2021,ANATOMICAL KINESIOLOGY,"Colbert, Samuel C",MWF,900,950,,,,CHKL
42159,EXSS,2381,3,Spring,2021,ANATOMICAL KINESIOLOGY,"Riegel, Hannah N",MWF,800,850,,,,CHKL
44091,EXSS,2381,3,Spring,2021,ANATOMICAL KINESIOLOGY,"Hedderson, William C",MWF,800,850,,,,CHKL
42160,EXSS,3211,2,Spring,2021,COACHING FOOTBALL,"Fotioo, Alexander W",M,1800,2030,,,,CHKL
42542,EXSS,3303,3,Spring,2021,EXERCISE PHYSIOLOGY,"Lowder, Thomas W",TR,1050,1205,,,,"CHKC,CHKL"
42543,EXSS,3303,3,Spring,2021,EXERCISE PHYSIOLOGY,"Lowder, Thomas W",TR,1050,1205,,,,"CHKC,CHKL"
42162,EXSS,3331,3,Spring,2021,CARE/PREV EXER/SPORT INJURIES,"Griffin, Kaci L",MWF,1000,1050,,,,CHKL
42163,EXSS,3331,3,Spring,2021,CARE/PREV EXER/SPORT INJURIES,"Carruth, Jason K",MWF,1200,1250,,,,CHKL
44092,EXSS,3331,3,Spring,2021,CARE/PREV EXER/SPORT INJURIES,"Rodriguez, Christopher E",MWF,1000,1050,,,,CHKL
45051,EXSS,3331,3,Spring,2021,HON CARE/PREV EXER/SPORT INJUR,,,,,,,,CHKL
42331,EXSS,3348,3,Spring,2021,EXERCISE RX GENERAL POPULATION,"Eskola, Kimberly L",TR,1215,1330,,,,"2R01,5S01,CHKL"
44772,EXSS,3348,3,Spring,2021,EXERCISE RX GENERAL POPULATION,"Eskola, Kimberly L",TR,1050,1205,,,,"2R01,CHKL"
44773,EXSS,3350,3,Spring,2021,OBESITY PREVENTION/MANAGEMENT,"Gallagher, Michael",MWF,1400,1450,,,,CHKL
42164,EXSS,3352,3,Spring,2021,EXERCISE RX SPECIAL POPULATION,"Gallagher, Michael",TR,925,1040,,,,CHKL
42165,EXSS,3352,3,Spring,2021,EXERCISE RX SPECIAL POPULATION,"Gallagher, Michael",TR,1050,1205,,,,CHKL
44774,EXSS,3353,3,Spring,2021,EXERCISE RX SENIOR POPULATIONS,"Colbert, Samuel C",TR,1440,1555,,,,CHKL
42166,EXSS,3382,3,Spring,2021,BIOMECHANICS,"Bruenger, Adam J",MWF,1200,1250,,,,"2I01,CHKL"
42167,EXSS,3382,3,Spring,2021,BIOMECHANICS,"Bruenger, Adam J",MWF,1100,1150,,,,"2I01,CHKL"
44750,EXSS,3382,3,Spring,2021,BIOMECHANICS,"Bruenger, Adam J",TR,800,915,,,,"2I01,CHKL"
42170,EXSS,4230,2,Spring,2021,FITNESS ASSESS/EXERCISE RX,"Engle, Sean A",MWF,900,950,,,,CHKL
43981,EXSS,4303,3,Spring,2021,CLINICAL EXERCISE PHYSIOLOGY,"Honea, Kendal P",R,1400,1700,,,,"CHKC,CHKL"
42173,EXSS,4320,3,Spring,2021,MEAS/EVAL HUMAN PERFORMANCE,"Hedderson, William C",MWF,1100,1150,,,,"2Z01,CHKL"
43852,EXSS,4320,3,Spring,2021,MEAS/EVAL HUMAN PERFORMANCE,"Hedderson, William C",TR,1440,1555,,,,"2Z01,CHKL"
44103,EXSS,4320,3,Spring,2021,MEAS/EVAL HUMAN PERFORMANCE,"Lowder, Thomas W",MWF,800,850,,,,"2Z01,CHKL"
44751,EXSS,4323,3,Spring,2021,GROUP EXERCISE LEADERSHIP,"Burks, Lindsay R",TR,1215,1330,,,,CHKL
42174,EXSS,4351,3,Spring,2021,SPORT/FITNESS ADMINISTRATION,"Eskola, Kimberly L",MWF,1000,1050,,,,"2C01,CHKL"
42518,EXSS,4351,3,Spring,2021,SPORT/FITNESS ADMINISTRATION,"Eskola, Kimberly L",MWF,1100,1150,,,,"2C01,CHKL"
43982,EXSS,4355,3,Spring,2021,EXERCISE SCIENCE CLINICAL II,"Lowder, Thomas W",MWF,1400,1450,,,,"CHKC,CHKL"
42175,EXSS,4376,3,Spring,2021,ADVANCED STRENGTH/CONDITIONING,"Bruenger, Adam J",MWF,1300,1350,,,,CHKL
44009,EXSS,4376,3,Spring,2021,ADVANCED STRENGTH/CONDITIONING,"Kirschman, Lindsey R",MWF,1000,1050,,,,CHKL
42176,EXSS,4395,3,Spring,2021,SPORT IN AMERICAN SOCIETY,"Damon, Zachary",MWF,800,850,,,,2D01
42177,EXSS,4395,3,Spring,2021,SPORT IN AMERICAN SOCIETY,"Damon, Zachary",MWF,900,950,,,,2D01
42178,EXSS,4V99,3,Spring,2021,INTERNSHIP IN EXERCISE SCIENCE,"Martinez, Emily L",F,1800,2100,,,,CHKL
45540,EXSS,4V99,6,Spring,2021,INTERNSHIP IN EXERCISE SCIENCE,"Martinez, Emily L",F,1800,2100,,,,CHKL
44286,EXSS,5305,3,Spring,2021,SPORT MANAGEMENT GOVERNANCE,"Stokowski, Sarah E",,0,2359,,,,CHKC
42931,EXSS,5315,3,Spring,2021,SPORT LEADERSHIP,"Teague, Bradley B",,0,2359,,,,CHKC
44771,EXSS,5376,3,Spring,2021,ADVANCED STRENGTH/CONDITIONING,,,,,,,,CHKL
44830,EXSS,5V71,1,Spring,2021,TOPICS: Research Project,,,,,,,,CHKL
44831,EXSS,5V71,1,Spring,2021,TOPICS: Research Project,,,,,,,,CHKL
44832,EXSS,5V71,1,Spring,2021,TOPICS: Research Project,,,,,,,,CHKL
44833,EXSS,5V71,1,Spring,2021,TOPICS: Research Project,,,,,,,,CHKL
45000,EXSS,5V71,3,Spring,2021,Spec Top: Pedagogy,"Tucker, Steven",F,1500,1800,,,,CHKL
45726,EXSS,5V71,3,Spring,2021,Sp Top in EXSS: Ergogenic Aids,"Gallagher, Michael",M,1800,2100,,,,CHKL
45908,EXSS,5V71,3,Spring,2021,SPECIAL TOPICS: PEDAGOGY,"Tucker, Steven",F,1500,1800,,,,CHKL
42180,EXSS,6300,3,Spring,2021,ORIGINAL RESEARCH IN EXSS,"Tucker, Steven",,1800,2100,,,,CHKL
42911,EXSS,6305,3,Spring,2021,SPORT ORG COMMUNICATION,"Damon, Zachary",,0,2359,,,,CHKC
42181,EXSS,6315,3,Spring,2021,RESEARCH METHODS IN EXSS,"Lee, Hyung Rock",W,1800,2100,,,,CHKL
44285,EXSS,6316,3,Spring,2021,DATA ANALYSIS,"Damon, Zachary",,0,2359,,,,CHKL
45542,EXSS,6333,3,Spring,2021,EVAL OF CARDIO ADAPTATION,"Honea, Kendal P",R,1800,2100,,,,CHKL
44749,EXSS,6336,3,Spring,2021,ANALYSIS OF HUMAN MOVEMENT,,,,,,,,CHKL
45162,EXSS,6V01,1,Spring,2021,THESIS RESEARCH,,,,,,,,CHKL
43548,FACS,1370,3,Spring,2021,INTERIOR & APPAREL CONSTR I,"Bradshaw, Jamie L",M,1100,1350,,,,"CHFC,CHFL,FACS"
43549,FACS,1370,3,Spring,2021,INTERIOR & APPAREL CONSTR I,"Bradshaw, Jamie L",W,1000,1250,,,,"CHFC,CHFL,FACS"
43550,FACS,1370,3,Spring,2021,INTERIOR & APPAREL CONSTR I,"Carver, Melissa H",T,800,1040,,,,"CHFC,CHFL,FACS"
44989,FACS,1370,3,Spring,2021,INTERIOR & APPAREL CONSTR I,"Carver, Melissa H",R,800,1040,,,,"CHFC,CHFL,FACS"
44481,FACS,2341,3,Spring,2021,LIFESPAN DEVELOPMENT,"McCoy, Lisa M",,0,2359,,,,"1R01,CHFC,FACS"
44482,FACS,2341,3,Spring,2021,LIFESPAN DEVELOPMENT,"McCoy, Lisa M",,0,2359,,,,"1R01,CHFC,FACS"
44483,FACS,2341,3,Spring,2021,LIFESPAN DEVELOPMENT,"Carver, Melissa H",TR,1050,1205,,,,"1R01,CHFC,FACS"
44484,FACS,2341,3,Spring,2021,LIFESPAN DEVELOPMENT,"Lieblong, Monica L",MWF,800,850,,,,"1R01,CHFC,FACS"
45269,FACS,2341,3,Spring,2021,LIFESPAN DEVELOPMENT,"McCoy, Lisa M",,0,2359,,,,"1R01,CHFC,FACS"
45508,FACS,2341,3,Spring,2021,LIFESPAN DEVELOPMENT,"Guinee, James P",TR,1050,1205,,,,"1R01,CHFC,FACS"
45759,FACS,2341,3,Spring,2021,LIFESPAN DEVELOPMENT,"Lieblong, Monica L",MWF,900,950,,,,"1R01,CHFC,FACS"
44485,FACS,2351,3,Spring,2021,FAMILY RELATIONS,"Money, Amanda J",TR,1215,1330,,,,"1R01,CHFC,FACS"
44486,FACS,2351,3,Spring,2021,FAMILY RELATIONS,"Money, Amanda J",,0,2359,,,,"1R01,CHFC,FACS"
45059,FACS,2351,3,Spring,2021,HONORS FAMILY RELATIONS,,,,,,,,"1R01,CHFC,FACS"
32272,FACS,3173,1,Spring,2021,SPECIAL PROBLEMS FACS,"Luong, Rebekah R",,0,2359,,,,CHFL
44487,FACS,3311,3,Spring,2021,RESOURCE MANAGEMENT,,,,,,,,"2C01,5S01,CHFC,CHFL,FACS"
44488,FACS,3311,3,Spring,2021,RESOURCE MANAGEMENT,"Lieblong, Monica L",,0,2359,,,,"2C01,5S01,CHFC,CHFL,FACS"
44489,FACS,3311,3,Spring,2021,RESOURCE MANAGEMENT,"Lieblong, Monica L",MWF,1000,1050,,,,"2C01,5S01,CHFC,CHFL,FACS"
44490,FACS,3318,3,Spring,2021,PARENTING ISSUES,"Carver, Melissa H",,0,2359,,,,"CHFC,CHFL,FACS"
44491,FACS,3318,3,Spring,2021,PARENTING ISSUES,"Money, Amanda J",TR,1050,1205,,,,"CHFC,CHFL,FACS"
45261,FACS,3356,3,Spring,2021,METHODS IN FCS EDUCATION,"Sartain, Kimberley M",TR,925,1040,,,,"CHFC,CHFL"
45263,FACS,3356,3,Spring,2021,METHODS IN FCS EDUCATION,"Sartain, Kimberley M",TR,1050,1205,,,,"CHFC,CHFL"
45264,FACS,3356,3,Spring,2021,METHODS IN FCS EDUCATION,"Bullington, Elizabeth L",W,1200,1350,,,,"CHFC,CHFL"
32338,FACS,3360,3,Spring,2021,CONSUMER PROBLEMS IN CLOTHING,"Luong, Rebekah R",TR,1215,1330,,,,"CHFC,CHFL,FACS"
42708,FACS,3361,3,Spring,2021,INTERIOR & APPAREL CONSTR II,"Bradshaw, Jamie L",W,1330,1620,,,,"CHFC,CHFL,FACS"
44492,FACS,3372,3,Spring,2021,PERSONAL & FAMILY FINANCE,,,,,,,,"2I01,2R01,CHFC,CHFL,FACS"
44493,FACS,3372,3,Spring,2021,PERSONAL & FAMILY FINANCE,"Carroll, Kathryn A",MW,1200,1250,,,,"2I01,2R01,CHFC,CHFL,FACS"
44494,FACS,3372,3,Spring,2021,PERSONAL & FAMILY FINANCE,,,,,,,,"2I01,2R01,CHFC,CHFL,FACS"
44495,FACS,3372,3,Spring,2021,PERSONAL & FAMILY FINANCE,"Carroll, Kathryn A",,0,2359,,,,"2I01,2R01,CHFC,CHFL,FACS"
45904,FACS,3372,3,Spring,2021,PERSONAL & FAMILY FINANCE,"Carroll, Kathryn A",,0,2359,,,,"2I01,2R01,CHFC,CHFL,FACS"
45762,FACS,3391,3,Spring,2021,AGING AND THE FAMILY,"Lieblong, Monica L",MWF,1100,1150,,,,"5S01,CHFC,CHFL"
44499,FACS,4316,3,Spring,2021,WOMEN IN POVERTY,"Schichtl, Rachel",,0,2359,,,,"2D01,CHFC,CHFL"
44971,FACS,4340,3,Spring,2021,FCS PROFESSIONAL PRACTICE,"Luong, Rebekah R",TR,925,1040,,,,"2Z01,5S01,CHFC,CHFL"
44502,FACS,4355,3,Spring,2021,CURRICULUM DEVELOPMENT FACS,"Bullington, Elizabeth L",W,900,1150,,,,"CHFC,CHFL,FACS"
44874,FACS,4355,3,Spring,2021,CURRICULUM DEVELOPMENT FACS,,,,,,,,"CHFC,CHFL,FACS"
45265,FACS,4450,4,Spring,2021,INTERNSHIP I,"Bullington, Elizabeth L",,,,,,,"CHFC,CHFL,EDI1"
44503,FACS,4600,6,Spring,2021,INTERNSHIP,"Luong, Rebekah R",,0,2359,,,,"CHFC,CHFL,FACS"
32373,FACS,4680,6,Spring,2021,INTERNSHIP II,"Bullington, Elizabeth L",,0,2359,,,,"2Z01,CHFC,CHFL,TECF"
32374,FACS,4681,6,Spring,2021,INTERNSHIP II,"Bullington, Elizabeth L",,0,2359,,,,"2Z01,CHFC,CHFL,TECF"
43164,FACS,4V30,3,Spring,2021,WORKSHOP (3 HR Internships),"Luong, Rebekah R",,0,2359,,,,"CHFC,CHFL"
45267,FACS,4V30,3,Spring,2021,Aging & the Family,,,,,,,,"5S01,CHFC,CHFL"
45493,FACS,5V30,3,Spring,2021,Consumer Affairs,,,,,,,,"CHFC,CHFL"
43546,FACS,6305,3,Spring,2021,PROBLEMS IN CONSUMER TEXTILES,,,,,,,,"CHFC,CHFL"
42420,FACS,6309,3,Spring,2021,CONSUMER ECONOMICS,,,,,,,,"CHFC,CHFL"
44476,FACS,6311,3,Spring,2021,READINGS IN FAMILY RELATIONS,,,,,,,,CHFC
45248,FACS,6315,3,Spring,2021,READINGS IN ADOLESCENCE,"Guinee, James P",,0,2359,,,,CHFC
41418,FACS,6335,3,Spring,2021,EVIDENCE-BASED RESEARCH,"Landry, Alicia S",,0,2359,,,,"CHFC,CHFL"
45662,FACS,6335,3,Spring,2021,EVIDENCE-BASED RESEARCH,"Landry, Alicia S",,0,2359,,,,"CHFC,CHFL"
44477,FACS,6341,3,Spring,2021,URBAN DEVELOPMENT,"Sartain, Kimberley M",,0,2359,,,,"CHFC,CHFL"
